x, state0, state1, state2, state3, state4, state5, state6, state7, state8, state9, state10, state11, state12, state13, state14, state15, state16, state17, state18, state19, state20, state21, state22, state23, state24, state25, state26, state27, state28, state29, state30, state31, state32, state33, state34, state35, state36, state37, state38, state39, state40, state41, state42, state43, state44, state45, state46, state47, state48, state49
-3.00000e+01, 5.06830e-24, 5.46279e-24, 4.41398e-25, 1.21712e-23, 1.77725e-24, 1.07688e-23, 2.60367e-23, -9.32050e-24, -8.54033e-24, -1.49652e-23, -1.19166e-23, -1.71696e-23, -1.30385e-23, -6.51413e-25, -4.26679e-24, -3.20035e-24, -1.29101e-23, -1.24457e-25, -4.21205e-24, -1.54605e-24, -9.19483e-24, -4.92566e-24, -1.81240e-24, -3.60186e-23, 4.99086e-24, 1.04725e-23, 1.76715e-23, 5.68033e-24, 9.75325e-26, 2.20161e-23, 7.18940e-24, 1.01591e-23, 9.74897e-24, 2.53456e-23, 5.94638e-24, 1.69850e-24, 1.45370e-23, 3.30957e-24, 1.95995e-23, 2.60275e-24, 1.57856e-23, 1.43131e-23, 1.69722e-24, 1.69237e-24, 5.62869e-24, 1.44205e-23, 7.90216e-24, 1.15955e-23, 1.23999e-23, 5.80475e-24
-2.99400e+01, 6.33442e-19, 7.74956e-20, 4.12441e-19, 2.10014e-19, -2.86468e-19, -6.16303e-20, -3.04642e-19, 2.21883e-19, 2.35949e-19, 1.07142e-19, 1.07220e-19, 2.68024e-19, -1.13524e-19, -1.54266e-20, -1.63816e-19, 3.65697e-20, -9.03928e-20, -1.34820e-19, 9.44256e-20, -1.73690e-19, -1.64901e-20, -3.78423e-20, 1.19748e-19, -7.32732e-19, -3.74977e-19, -9.55531e-20, 1.05868e-19, 8.99672e-20, 2.10840e-19, 2.34407e-19, -2.51841e-20, -1.44477e-20, 1.79881e-19, 1.78643e-19, 2.79430e-19, 5.36116e-19, 2.48792e-19, 1.56766e-19, 4.80059e-19, 1.52556e-19, 1.95248e-19, 4.02779e-19, 1.10834e-19, -1.33727e-19, 2.89128e-19, 4.71545e-20, 1.73116e-19, 2.03176e-19, -1.89426e-19, -2.00620e-19
-2.98800e+01, 2.77682e-18, -2.13716e-19, 2.20136e-18, 1.08817e-18, -7.18266e-19, -5.20105e-19, -1.25362e-18, 1.04728e-18, 3.14763e-19, 4.41316e-19, 1.16566e-19, 5.80751e-19, -6.10373e-19, 1.78989e-19, -9.10681e-19, 1.08016e-19, -8.00633e-19, -4.48442e-19, 4.09604e-20, -1.27028e-18, -2.81870e-19, -3.25001e-19, 4.56157e-19, -3.90667e-18, -2.08486e-18, -4.64647e-19, 5.70833e-19, -5.46244e-19, 3.45433e-19, 1.47840e-19, 2.39602e-19, -3.75697e-19, -3.05742e-19, 7.53364e-20, 2.00312e-18, 2.05764e-18, 9.01470e-19, 2.07567e-19, 1.47087e-18, 6.56159e-19, 7.48301e-19, 2.37122e-18, 7.63973e-19, 9.29178e-20, 1.78690e-18, -8.83882e-19, 5.39025e-19, 5.76747e-19, -8.81198e-19, -7.63944e-19
-2.98200e+01, 6.47178e-19, -2.74503e-19, 6.44626e-19, 1.44916e-18, 2.27953e-18, 7.93786e-19, 2.22878e-19, -7.43197e-19, -2.00484e-18, 5.52545e-19, 1.83863e-19, -1.62117e-18, 8.73106e-19, 1.00494e-19, 8.64156e-19, 2.37213e-19, -7.75510e-19, 1.77027e-18, -1.82186e-18, 2.63750e-21, -1.38209e-18, 9.98664e-19, -1.08249e-18, -1.70363e-18, -1.18553e-19, -8.25767e-19, 6.95731e-19, -2.82227e-18, -2.27779e-18, -2.69837e-18, 2.34715e-18, -7.83039e-19, -2.31343e-18, -7.71033e-19, 1.23917e-18, -1.47559e-18, -3.03000e-19, -6.18568e-19, -1.77946e-18, 1.25740e-18, 4.37891e-19, 2.07607e-18, 7.95134e-19, 3.43619e-18, 7.87215e-19, -2.69355e-18, 5.97065e-19, -8.81875e-19, 1.06847e-18, 1.82877e-18
-2.97600e+01, 2.91044e-18, 2.04071e-20, -1.53851e-19, 2.16093e-18, -2.75940e-20, 2.63597e-18, -9.68864e-19, -2.18390e-18, 1.84176e-19, -1.76250e-19, 5.57884e-19, -4.00717e-19, 5.69428e-20, -4.34288e-20, 1.40042e-18, 8.35126e-19, -5.15077e-19, 3.16231e-18, -1.86143e-18, 2.20123e-18, -3.28688e-18, 3.38126e-18, -2.55067e-18, -1.14553e-18, -1.96959e-20, -1.85842e-18, 8.45943e-19, -5.09897e-19, 1.39321e-18, -1.70899e-18, 2.65415e-18, -1.07882e-18, -1.82574e-19, 3.56555e-19, -1.53555e-18, 4.08418e-19, -2.62634e-19, 1.29021e-18, 1.92982e-19, 2.54719e-18, 4.48300e-19, 1.47970e-18, 7.45368e-19, 4.06766e-18, -1.59677e-19, -1.60662e-18, 3.17504e-18, 1.38458e-18, 1.16581e-18, 1.48165e-18
-2.97000e+01, 2.79456e-18, -2.95961e-18, 2.05739e-18, 1.93954e-18, -2.21662e-18, -1.31062e-18, 1.43298e-18, 3.06694e-19, 1.23638e-18, -2.14375e-18, -3.90635e-18, -1.69886e-18, -2.18136e-18, 1.34955e-18, -1.77407e-19, -8.84059e-19, 1.21300e-18, -4.95604e-19, -3.39908e-18, -1.38277e-18, -3.05973e-18, 1.47106e-18, -7.46678e-19, -4.25796e-20, -2.54505e-18, 1.71144e-18, 2.74505e-18, 9.12945e-19, 5.54157e-18, 3.37604e-19, -1.24183e-18, -3.09373e-19, -2.72645e-18, -3.31165e-19, 1.13878e-18, 2.48238e-18, 7.89351e-19, 1.37077e-18, 5.07078e-18, 3.40686e-19, -8.76498e-19, 7.80545e-19, 1.35495e-18, 8.46374e-19, -7.24951e-19, -2.66042e-18, 9.79801e-19, 3.55208e-18, -2.43094e-18, -5.65960e-18
-2.96400e+01, -2.96707e-18, 1.45978e-18, 3.48231e-18, -3.07572e-18, 2.12113e-18, -8.13809e-19, 4.90631e-18, 2.05243e-18, -5.48129e-19, -1.02508e-18, -4.23901e-18, -5.18777e-18, -1.05835e-18, 2.00700e-18, 1.53618e-18, -1.38986e-18, 1.71800e-20, -3.04261e-18, -3.92392e-18, 6.87854e-19, -1.54301e-18, 2.25349e-18, 2.18317e-19, 1.87232e-18, 9.30156e-19, 4.50863e-18, 3.33341e-18, -6.52749e-22, 1.98696e-18, -2.43155e-19, 6.46651e-19, 6.50121e-19, -2.68432e-18, 1.43135e-18, 1.65674e-18, -7.44862e-19, 1.68081e-19, 1.76114e-18, 3.90458e-18, 3.50156e-18, 1.28033e-18, -1.82026e-18, 1.39928e-18, -3.26811e-19, -5.26050e-18, -1.86848e-18, -2.70395e-18, -1.12736e-18, -1.81947e-19, -4.53944e-18
-2.95800e+01, 2.13465e-19, -9.64609e-20, 5.81126e-18, -5.19688e-18, 3.55933e-18, 2.96771e-18, 4.17603e-18, 9.87204e-19, -2.06632e-18, 2.34160e-19, -5.36221e-18, -1.39779e-18, -3.32113e-18, 6.35653e-18, -2.11678e-18, 6.32331e-19, -3.33918e-18, -5.37476e-18, -1.09962e-18, 6.27858e-19, -1.55090e-18, -1.74644e-19, -2.12417e-20, -3.79725e-18, -7.86992e-19, 2.41057e-18, 8.48336e-19, 9.57846e-19, 5.43003e-18, -1.42821e-18, 4.43939e-18, -2.78740e-18, 4.56064e-19, 2.91572e-19, 2.81117e-18, 3.30413e-19, -3.59893e-18, 7.71827e-19, -1.49744e-18, 6.12586e-18, 3.72050e-18, 7.81156e-19, 1.42068e-18, 3.80932e-18, -1.48213e-18, -2.92821e-18, 9.01196e-19, -4.73318e-19, -7.99339e-19, -1.17218e-18
-2.95200e+01, 3.87364e-18, -1.62586e-19, 3.99003e-18, -4.91865e-19, 3.07602e-18, 2.84007e-18, 8.74820e-18, -1.75436e-18, -3.07806e-18, 2.15859e-18, -5.37854e-18, -1.88171e-18, -2.03515e-18, 4.62913e-18, 1.22944e-18, -1.43547e-18, 3.85567e-18, -4.10552e-18, -1.18297e-18, -9.95625e-19, 1.57154e-18, -6.07869e-18, 2.37131e-18, -2.99920e-18, -6.84631e-19, 4.86453e-18, 1.49930e-18, 2.99376e-18, 5.78079e-18, 8.23340e-20, 1.57033e-18, -3.56130e-20, 3.65301e-18, 5.96303e-18, 7.79556e-18, -4.02851e-18, -4.10801e-18, -3.51218e-19, 7.91691e-19, 8.08968e-19, 4.83587e-18, 2.62677e-18, 3.32949e-19, 5.47547e-18, 5.12896e-19, -1.28872e-18, -1.25637e-19, -5.32964e-19, -3.17272e-18, -7.44519e-18
-2.94600e+01, -4.32006e-19, 8.19578e-19, 3.78450e-18, -2.45908e-18, -5.84586e-19, 2.06692e-18, 4.19530e-18, -2.66574e-18, -2.74908e-18, 4.18395e-19, 5.08060e-19, -1.92334e-18, -2.76001e-18, -1.39489e-19, -1.33337e-18, -1.86342e-18, 2.09994e-18, 1.76574e-18, 2.39846e-18, -2.05785e-19, 1.80895e-19, 6.41316e-20, 3.64022e-18, -7.94115e-19, -5.00832e-19, 3.60922e-18, 1.90287e-18, 4.34126e-18, 3.64827e-18, 7.66291e-19, -4.87179e-19, -9.11196e-19, 9.81652e-19, 5.27246e-20, 2.17905e-18, -2.92943e-18, -3.54556e-18, 1.07925e-18, -2.01570e-18, -3.32001e-18, 6.05553e-18, 1.99186e-18, -9.92850e-19, -1.45411e-18, -6.58767e-18, -4.19618e-18, -3.83723e-18, -3.96590e-18, -1.07162e-18, -9.41467e-18
-2.94000e+01, 1.06144e-18, -2.38861e-18, 3.42966e-20, 2.92863e-19, -6.82979e-19, -1.86574e-18, -2.61277e-18, -2.25401e-19, -3.03683e-18, 8.71120e-19, 1.70854e-18, 2.35354e-18, 3.87253e-18, -1.00742e-18, -1.37212e-18, -1.38350e-18, 1.25621e-18, 3.28133e-18, -2.23499e-18, -2.46788e-18, -2.51433e-18, 2.51000e-18, 1.23785e-18, 2.24855e-18, -6.56378e-19, -2.25317e-18, 1.61911e-18, -3.61247e-20, -1.40035e-18, 1.10253e-18, -1.50769e-18, -2.49203e-18, -4.59749e-18, -5.27263e-18, -4.07250e-18, 6.06238e-19, 1.30808e-18, 4.83258e-18, -2.35988e-18, -4.25818e-18, 2.29980e-18, 5.02477e-18, -2.67270e-18, -6.98597e-19, -3.85696e-18, -5.50043e-18, 1.65185e-18, -7.00828e-19, -3.60250e-19, -3.15333e-18
-2.93400e+01, 4.21404e-19, 2.07994e-18, -7.34446e-18, -1.17684e-18, -5.08751e-18, -3.18399e-19, -8.36979e-18, -1.37417e-18, 1.37864e-18, -1.53322e-18, -9.73161e-19, 2.46321e-18, -1.69405e-18, -6.32187e-18, 1.92449e-18, -2.39803e-18, -3.36285e-18, 9.02844e-19, -7.33623e-20, 8.95302e-19, 1.08845e-18, -2.04424e-18, -2.43136e-18, 2.87677e-18, -9.92876e-19, -1.38263e-18, -6.57957e-18, 3.29870e-19, -7.31516e-18, -1.13957e-18, 1.54036e-18, -8.70809e-19, -1.98063e-18, 1.50532e-19, -2.47736e-18, 5.19857e-18, 2.08900e-18, 3.79819e-18, 1.85993e-18, 1.42232e-18, -5.56411e-18, -4.06239e-18, -1.60095e-18, -5.71600e-18, 2.46439e-19, -4.26769e-21, 2.32058e-18, -1.50820e-18, -2.56326e-18, 5.55558e-19
-2.92800e+01, -1.23306e-18, -1.90766e-18, 5.74937e-19, 5.68021e-18, 1.84000e-18, 1.60324e-18, 3.63036e-19, -4.44484e-18, 1.75974e-18, -6.01829e-18, -1.88747e-18, 1.13387e-18, -2.72513e-18, -6.16029e-18, -2.62560e-18, -1.59547e-18, -3.67733e-18, -1.16732e-18, 1.48870e-19, -2.30875e-18, -3.49086e-18, -4.39663e-18, -6.47092e-18, -1.36793e-19, 1.37804e-18, 5.61310e-19, -2.07797e-18, -1.35089e-18, -4.61658e-18, -1.50053e-18, 9.34229e-18, -6.45983e-19, -2.07835e-18, 4.02681e-20, 2.03467e-18, 4.26736e-18, -1.42073e-18, -3.59768e-18, -9.96352e-19, 5.76833e-18, -4.17570e-18, -7.91120e-18, 8.63086e-20, -2.36832e-18, 4.21049e-18, 4.07110e-18, 1.83109e-18, 1.63252e-18, -3.75995e-18, -1.22566e-19
-2.92200e+01, -1.31216e-19, 1.27191e-18, 4.88645e-18, 1.85477e-18, 4.09806e-18, 8.63374e-19, 4.17165e-18, -1.26500e-18, -1.13556e-18, -1.07944e-18, -1.12089e-18, -4.56430e-18, 6.73314e-19, -1.80894e-18, -2.35593e-18, -1.82612e-18, 1.06926e-18, 2.35188e-18, -2.51291e-18, 1.68129e-18, -5.86148e-18, -1.94418e-18, -5.91908e-18, -4.36025e-18, 2.53893e-18, 6.57606e-19, -1.66999e-18, -3.55580e-19, 9.49977e-19, -1.91061e-18, 7.78834e-18, 6.47297e-18, 7.21675e-19, 2.30006e-18, 4.21086e-18, 2.70253e-18, 5.56552e-20, -1.37396e-18, 1.18841e-18, 1.81031e-18, -1.57796e-18, -1.76334e-18, 2.91655e-19, 2.78242e-18, 4.71171e-19, 2.27653e-18, -8.87386e-19, -5.15801e-20, -3.18401e-18, -7.19133e-18
-2.91600e+01, -5.88488e-18, 3.54075e-18, -2.92154e-18, -2.58979e-18, 2.75656e-18, 2.66665e-18, -6.65958e-18, -1.89130e-19, -4.87609e-19, -2.89314e-18, -2.82304e-20, -2.82618e-19, 2.78910e-19, 2.71342e-18, -5.28106e-18, -9.91983e-19, -1.62706e-19, 9.23640e-18, -8.65343e-18, 1.34155e-18, -2.41263e-18, 1.47306e-18, -2.79778e-18, 1.61071e-18, 6.70052e-18, 3.24717e-18, -7.02034e-18, 2.98475e-18, 1.18611e-18, 1.35780e-18, -1.59358e-18, 3.24765e-18, -6.54889e-18, -8.00415e-18, -4.33510e-18, 3.36593e-18, -9.00501e-20, 2.05177e-18, 1.50131e-18, -2.43358e-18, 2.13550e-18, 2.35810e-18, -2.38305e-20, -4.11272e-20, -7.92078e-18, -7.28745e-18, 4.84955e-18, -2.00923e-18, -2.29053e-18, -3.71778e-18
-2.91000e+01, 1.12040e-18, 2.14313e-18, -1.94951e-18, 4.64550e-18, 5.91841e-18, -4.45595e-19, -3.35294e-18, -1.08022e-19, 2.13127e-18, -4.61230e-19, -3.83287e-18, 4.81419e-19, 3.77232e-19, 4.15566e-18, -1.73339e-18, -2.14093e-19, -7.63235e-19, 8.64696e-18, -9.22131e-18, 3.32421e-19, -2.66729e-19, -2.72656e-19, -2.93725e-18, -7.43784e-20, 3.81022e-18, 1.65132e-18, -1.76942e-18, -9.18054e-19, 7.35304e-18, 2.55864e-18, -4.25499e-18, -1.21920e-18, -5.19960e-18, -1.59477e-18, -1.45681e-18, 2.30609e-18, -1.66927e-18, 4.24075e-18, 9.32840e-18, -5.43393e-19, 3.97773e-18, 2.32766e-18, -2.92419e-18, 4.74165e-18, 1.97735e-19, -1.25974e-18, 3.38946e-18, 1.77931e-18, -6.23109e-18, 1.28537e-18
-2.90400e+01, 1.89760e-18, -3.02673e-18, 2.19306e-18, 2.36319e-18, -1.56781e-18, 3.08805e-18, 2.40112e-18, 7.56986e-19, -1.38432e-18, 3.34486e-19, -3.91325e-18, -3.43478e-18, -2.86050e-19, -2.27670e-18, -6.19910e-19, -5.63184e-19, 4.17762e-19, 1.09891e-18, -6.77430e-19, -1.36580e-18, -3.06112e-18, -1.60059e-18, -2.35167e-18, 3.49438e-21, 1.70415e-18, 3.86941e-18, 2.18554e-18, 6.97021e-18, 6.37061e-18, 1.06457e-18, 1.79455e-18, 4.33605e-18, -6.65584e-19, 5.38206e-18, 4.26485e-18, 3.27584e-18, -7.69782e-19, 2.79645e-18, 5.62084e-18, -2.05793e-18, -1.16694e-19, -6.95140e-18, -2.99962e-18, -2.81370e-18, -4.12800e-18, 6.25957e-19, -4.42689e-18, 2.99303e-18, -5.72084e-18, -3.35812e-18
-2.89800e+01, 7.06543e-18, -6.95593e-18, -4.29074e-18, -5.08198e-18, -1.66188e-18, 8.53723e-19, -2.79431e-18, -2.71863e-18, 4.61667e-18, -3.57049e-18, 1.37103e-18, -1.65175e-20, 4.88973e-18, -1.94676e-18, 3.74248e-18, 2.73308e-18, 8.95382e-19, 2.84717e-19, -4.02264e-19, -3.63438e-18, -6.27062e-18, 1.34961e-18, -1.83229e-18, 3.78569e-19, 4.06318e-18, -2.80652e-18, -1.81454e-18, 6.58639e-19, -6.18369e-18, 1.57323e-18, 8.13651e-19, -3.61979e-18, -8.65151e-19, 8.10342e-19, -1.82967e-19, -3.92565e-18, 2.82709e-18, 1.80771e-18, -1.86523e-18, -3.97154e-18, -3.11463e-18, -4.79390e-18, -5.97830e-18, -5.82499e-18, 1.83426e-18, 3.48785e-18, -1.43169e-18, 6.10945e-20, 7.47670e-19, 1.07510e-18
-2.89200e+01, 6.19389e-18, -9.63037e-19, -4.77500e-18, -4.88734e-18, 6.67671e-19, 1.62229e-18, -8.83803e-19, -6.62816e-18, 4.53441e-18, 3.31535e-18, -4.54250e-18, 4.88429e-18, -8.27154e-20, -1.83445e-18, 3.58609e-19, 5.80552e-18, 3.37165e-18, -3.47560e-18, -3.79427e-19, -3.32810e-19, 2.83070e-18, -7.01996e-19, -3.95583e-18, 2.28260e-18, -5.41298e-18, -1.05817e-18, -1.07832e-17, -4.11394e-18, -6.33320e-18, 1.28038e-18, -4.29333e-19, -6.49590e-18, 3.88356e-18, 1.50850e-18, 3.14744e-18, -7.30434e-18, 2.94726e-18, -4.65489e-19, 3.09780e-18, -8.13356e-18, 2.46494e-18, 3.73498e-18, -4.87999e-18, -3.62567e-18, 7.23101e-19, -2.76049e-19, -1.52194e-18, 5.37530e-18, 2.66842e-20, -4.87188e-18
-2.88600e+01, -1.25922e-18, -2.72451e-19, 7.83170e-18, -1.42936e-18, -1.65350e-19, 1.53639e-18, 6.61115e-18, 5.06146e-19, 1.42235e-18, -3.26815e-18, -4.99754e-19, 1.11684e-18, -7.70527e-19, -1.98817e-20, -4.90554e-18, 4.94312e-18, 4.90238e-18, -4.49746e-18, 3.88046e-18, -2.13999e-18, -1.52255e-18, -3.24254e-18, -2.44077e-18, 7.47170e-19, -1.72064e-18, 3.65257e-18, -2.06157e-19, 9.38187e-19, -1.26189e-18, -4.28476e-18, 3.35006e-18, -1.21867e-19, 4.02641e-18, 3.90022e-18, 2.15687e-18, -2.21815e-18, 9.51802e-19, -7.37076e-18, 1.19257e-19, 2.75921e-19, 4.35380e-18, 1.06470e-18, -2.12000e-19, -7.73498e-19, -5.23859e-18, -1.11938e-18, 8.03924e-19, 3.78188e-18, 8.84324e-19, -3.43030e-18
-2.88000e+01, -2.84867e-18, -2.61161e-18, 1.74189e-18, -8.11032e-19, 4.91212e-18, -6.25628e-18, 6.65041e-18, 4.10977e-18, -1.75162e-18, -7.32448e-19, -1.06158e-18, -3.54818e-18, 4.11648e-18, 2.15734e-18, -4.20605e-18, 5.88761e-18, 2.66536e-18, 1.52683e-18, -5.72152e-19, -4.35393e-18, -6.31158e-18, -2.37806e-18, 2.66375e-18, -1.64879e-18, 4.10115e-18, -3.24989e-18, 2.47737e-18, 7.23657e-19, 5.09408e-18, -7.10662e-18, 3.45718e-18, 1.18328e-18, -6.29753e-18, 3.26889e-18, -1.07695e-18, 3.84200e-18, 2.36827e-18, 1.57738e-18, 9.00548e-20, 1.00157e-18, -2.26641e-18, -7.62724e-19, -5.23727e-18, 1.84478e-18, -5.15130e-18, 3.19439e-18, 6.93928e-19, -2.40402e-18, -3.59514e-18, 8.76875e-18
-2.87400e+01, -3.89158e-18, 2.23649e-18, 6.57279e-19, 5.85286e-18, 8.75931e-18, 2.95031e-18, -5.14267e-19, 1.27890e-18, -5.16659e-18, 7.01994e-18, -2.79633e-18, -1.81744e-18, -1.18639e-18, 5.76932e-18, -2.96204e-18, 1.96501e-18, -7.83789e-19, 1.42054e-18, -5.79677e-18, 2.56701e-18, -3.31552e-18, -4.72815e-18, 1.93254e-18, -3.82885e-18, -4.74583e-19, -2.91800e-18, -9.65715e-19, 5.33229e-18, 6.05626e-18, 3.62879e-18, -1.91297e-18, 3.94587e-18, -4.71047e-18, -3.62590e-18, -5.32669e-18, 3.46761e-18, -1.87141e-18, 4.95632e-18, 3.52218e-18, -5.26880e-18, 7.82442e-18, 1.69901e-18, 2.80563e-19, 1.47579e-18, -8.14088e-19, -1.84572e-18, 4.96086e-18, 4.44895e-18, -1.35431e-18, 7.96665e-18
-2.86800e+01, -2.30480e-19, 3.65862e-18, 2.30881e-18, -4.49722e-18, 4.77215e-18, -1.92514e-18, 1.01148e-18, -1.00175e-18, -9.58857e-19, -7.85076e-20, -1.13679e-18, -2.08798e-18, -5.62576e-18, 7.27764e-21, -1.41018e-18, -1.12584e-19, -1.19974e-18, -1.77446e-18, 6.34280e-18, 4.73561e-18, 3.72208e-18, -2.49009e-18, -1.26456e-18, 6.31223e-20, -1.50382e-18, 1.97911e-18, 7.68925e-18, -3.59685e-19, 3.04104e-18, 1.96461e-19, -2.77927e-18, -6.19727e-20, 2.18808e-18, -1.74904e-18, 3.52596e-20, -1.17483e-18, -7.46610e-19, 1.65231e-18, -4.72926e-18, 1.99867e-19, 1.90681e-18, 4.64336e-19, 5.59527e-18, 1.93090e-18, 5.68691e-18, -3.12255e-18, -4.02061e-18, 1.56605e-18, 2.39870e-19, 3.50007e-18
-2.86200e+01, 5.64325e-18, 1.20323e-18, -4.60071e-18, 1.72855e-18, -1.19433e-17, -3.32505e-18, -4.81523e-18, -5.01952e-20, 2.85363e-18, -2.61601e-19, -1.65382e-18, 2.95469e-18, -3.23535e-18, -8.20132e-18, 3.25578e-18, -2.74458e-18, 4.68730e-18, 9.59968e-19, 3.42901e-18, -1.66026e-18, 1.31696e-17, -3.64444e-18, -7.34666e-19, 8.43384e-18, -2.38728e-19, 7.32066e-18, 1.15037e-17, 2.25760e-18, -3.82658e-18, 1.47461e-18, -1.29670e-18, -1.02737e-19, 2.86313e-18, 1.43141e-18, 2.04701e-18, -2.53339e-18, 2.35963e-18, 5.12847e-18, 3.07416e-18, -6.80465e-18, -3.27284e-18, 5.39211e-18, -3.99174e-19, -3.23348e-18, -4.49220e-20, 2.51857e-18, -9.23933e-18, -2.97574e-19, -2.37596e-18, -3.58736e-18
-2.85600e+01, -1.75782e-18, 1.18534e-18, 2.78519e-18, 5.83389e-18, -2.28868e-19, 7.66419e-18, -7.65429e-18, -1.38905e-18, 5.84039e-18, 3.97665e-18, -3.23986e-18, -5.37702e-19, -3.20452e-18, 4.62361e-18, -1.08510e-18, -4.35404e-18, 1.60936e-18, 2.24653e-18, -2.94177e-18, 4.16490e-18, 4.03970e-18, 1.21036e-18, 4.53819e-18, 5.63929e-18, -1.25781e-18, -1.91700e-19, 3.61609e-18, 2.74659e-18, -1.94947e-18, -5.39636e-20, 2.39387e-18, -8.64039e-18, -4.42795e-19, -3.43641e-18, -1.84457e-18, -3.42178e-18, -3.08882e-19, 9.05180e-19, -8.15131e-18, -4.31895e-18, 2.66075e-18, 7.83383e-18, 1.05396e-18, 3.50101e-18, -4.40776e-18, -4.31693e-19, -5.82625e-19, -2.19273e-18, 3.18857e-19, 7.78317e-18
-2.85000e+01, -1.38308e-19, -4.13461e-18, 8.51732e-18, 9.31625e-20, 1.10333e-17, -1.62552e-18, 2.37392e-18, 3.61022e-19, 4.74078e-19, 4.48064e-18, -5.57209e-18, -3.09286e-19, 6.16677e-18, 8.75338e-18, -7.87959e-18, 9.82692e-19, 1.76085e-18, 4.68692e-19, -3.35425e-18, -2.25229e-18, -4.62935e-18, -2.85747e-18, -1.95069e-18, -2.65787e-18, -1.22188e-18, -3.26076e-19, 6.79008e-18, -2.61673e-18, 9.66595e-18, -3.33184e-18, 9.02823e-18, 3.82686e-18, -2.36101e-18, 8.17685e-18, 3.67797e-18, 1.36358e-18, 4.80220e-18, 4.95896e-18, -5.28694e-18, 7.81769e-18, 1.08753e-18, 4.86379e-18, -5.30378e-19, 1.06944e-17, -2.51251e-19, -2.74749e-18, 6.45822e-18, 7.62186e-19, -2.51023e-18, -1.08497e-19
-2.84400e+01, -4.12491e-18, 1.01550e-18, 4.87864e-18, -3.38950e-18, 1.27418e-18, -6.36584e-18, 1.27583e-18, -9.41779e-19, 8.59741e-19, -5.84009e-19, 3.86090e-18, 3.40303e-18, 7.98358e-18, -3.24275e-18, -7.50457e-18, 5.81690e-19, 3.07514e-18, 6.38977e-18, 3.63751e-18, -6.16555e-18, -7.94420e-18, 1.45649e-18, -7.73300e-19, 7.07234e-18, -2.92753e-18, 8.35504e-18, -5.51796e-19, -3.15913e-18, -4.44215e-18, 7.52591e-19, -2.40739e-18, 9.68547e-18, -5.93622e-18, 6.09517e-18, -3.87498e-18, -3.42193e-18, 2.74042e-18, 1.99375e-18, -4.32659e-19, -2.36768e-18, -4.03101e-18, -1.81410e-18, -2.80744e-18, -6.03553e-18, -8.44312e-19, 6.16926e-18, -9.84402e-19, -2.31202e-18, 3.31100e-18, -3.61812e-19
-2.83800e+01, -1.25889e-18, 1.11424e-17, -1.53962e-18, -7.17392e-19, 6.90183e-19, -1.56941e-18, -2.08516e-18, -1.41144e-18, 6.73900e-18, -8.60337e-19, 2.95317e-18, 1.91021e-18, 4.44757e-19, 2.59366e-19, -7.36040e-18, -1.06834e-18, 1.10936e-18, 2.24097e-19, 5.27491e-18, -2.34755e-18, -1.18297e-19, 5.09144e-18, -8.80416e-19, 1.36833e-17, 1.39000e-18, 3.18563e-18, -3.32896e-18, -2.73752e-18, -6.25524e-18, 1.84322e-18, -7.33767e-18, -5.31090e-18, -3.46140e-18, -8.95629e-19, -6.62135e-18, 1.19697e-18, 2.89700e-18, 4.78838e-18, -5.76828e-18, -1.82809e-18, 2.11776e-18, 2.00893e-18, 5.72047e-18, -5.74807e-18, -4.27473e-18, 5.15175e-18, -2.23530e-18, -2.63140e-18, 4.84761e-18, 7.74374e-18
-2.83200e+01, 3.73366e-18, 5.35034e-18, -4.38064e-18, 9.54924e-19, 3.34807e-18, 6.90959e-18, -2.59677e-20, -3.51838e-18, 6.49600e-18, -5.40092e-18, 2.53120e-19, 7.45151e-19, -6.98910e-18, 3.79538e-18, 1.09204e-17, -3.80795e-19, 1.52368e-18, 5.96277e-18, -1.95398e-18, -3.72845e-18, 2.84635e-18, -6.49984e-18, -8.89876e-19, 2.95767e-18, 1.12305e-18, 3.84118e-18, 8.28502e-18, -6.18916e-19, 1.78692e-18, -8.13787e-19, 3.53622e-18, -4.23735e-18, 1.84533e-18, -1.14699e-18, 1.45166e-18, -2.53706e-18, -2.09954e-18, 2.73320e-18, -2.09795e-19, 6.07229e-18, -2.27517e-19, -1.91004e-19, 5.46395e-18, 2.65369e-18, -7.23427e-18, -2.60118e-18, -9.39983e-19, -1.07180e-18, -1.13296e-18, 6.26226e-19
-2.82600e+01, -8.66212e-19, 1.27597e-18, -5.57110e-18, 4.86793e-18, 1.71588e-18, 3.47002e-18, -2.38699e-18, -3.52009e-18, -4.89160e-18, -2.87595e-18, 5.07188e-18, -1.01851e-18, 1.34107e-18, -1.29740e-18, 4.34213e-18, 5.03476e-18, 7.39690e-20, 5.86398e-18, -5.34943e-18, -1.68125e-18, -3.97180e-18, -5.67999e-18, -1.72039e-18, 2.30982e-18, 3.16702e-18, -6.81861e-18, -4.55435e-19, 2.50167e-18, -7.42026e-18, -1.44971e-19, 2.27269e-18, -1.34846e-18, -5.02362e-18, -1.78432e-18, -7.17148e-18, 5.47648e-18, -2.80771e-18, -2.94411e-19, 2.23059e-18, 6.14124e-18, -6.60260e-18, -3.21367e-18, -2.25638e-18, -1.97440e-18, 2.82470e-18, -2.27811e-18, 1.96205e-18, 6.62384e-19, -7.75128e-18, 5.21583e-18
